,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,Contract Years,total_premiums_paid,net_value_of_customer,days_since_policy_binding,policy_bind_date_month,policy_bind_date_day,incident_date_month,incident_date_day,auto_make_encoded,auto_model_encoded,incident_city_encoded,incident_severity_encoded
762,264,43,516959,IL,100/300,500,1508.12,6000000,433275,MALE,PhD,craft-repair,basketball,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Columbus,5276 2nd Lane,0,3,Unknown,2,1,NO,60750,13500,6750,40500,Jeep,Wrangler,2015,Y,22.0,33178.64,-27571.36,1725,5,1,1,20,7,36,1,0
763,66,30,984456,IN,500/1000,500,484.67,0,608309,FEMALE,College,adm-clerical,paintball,wife,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,2889 Weaver St,2,3,Unknown,0,2,YES,65560,11920,11920,41720,Volkswagen,Passat,2015,Y,5.5,2665.685,-62894.315,4232,6,24,1,24,13,28,0,0
764,366,50,801331,IN,500/1000,1000,1561.41,0,462767,FEMALE,High School,handlers-cleaners,basketball,husband,21200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1879 4th Lane,5,3,YES,1,3,NO,70290,12780,12780,44730,Mercedes,C300,2012,N,30.5,47623.005000000005,-22666.994999999995,8946,7,8,1,4,8,7,0,1
765,188,37,786103,OH,100/300,500,1457.21,0,471785,FEMALE,JD,adm-clerical,hiking,own-child,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,5499 Elm Hwy,6,1,Unknown,2,0,YES,45000,5000,5000,35000,Suburu,Forrestor,2003,N,15.666666666666666,22829.623333333333,-22170.376666666667,7420,9,24,1,17,11,15,1,2
766,224,39,684193,IL,500/1000,1000,1128.71,0,601397,FEMALE,JD,prof-specialty,sleeping,other-relative,0,-47100,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,8822 Sky St,21,3,YES,2,1,Unknown,61800,12360,6180,43260,Suburu,Impreza,2007,N,18.666666666666668,21069.253333333334,-40730.746666666666,959,6,20,2,4,11,19,5,2
767,253,46,247505,IL,100/300,500,1358.2,0,477636,FEMALE,MD,transport-moving,movies,husband,52900,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,4254 Best Ridge,11,3,YES,0,0,NO,64570,5870,11740,46960,Jeep,Wrangler,2001,N,21.083333333333332,28635.383333333335,-35934.61666666667,3223,4,19,2,14,7,36,1,0
768,446,61,259792,IL,100/300,1000,1232.79,0,441967,FEMALE,High School,adm-clerical,reading,unmarried,49900,-62100,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,5812 Weaver Ave,3,1,YES,2,0,YES,70500,7050,14100,49350,Suburu,Forrestor,2007,N,37.166666666666664,45818.695,-24681.305,5754,4,7,1,7,11,15,6,1
769,169,37,185124,IL,100/300,1000,936.19,0,454776,MALE,JD,armed-forces,movies,other-relative,70600,-48500,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,7155 Apache Drive,4,3,Unknown,2,1,YES,57900,17370,5790,34740,Audi,A5,2005,N,14.083333333333334,13184.675833333333,-44715.324166666665,4805,12,7,2,2,1,5,4,2
770,255,46,760700,IL,250/500,500,1302.34,0,431532,FEMALE,JD,prof-specialty,video-games,own-child,0,-52600,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,1376 Pine St,2,3,NO,1,0,NO,57860,5260,10520,42080,Volkswagen,Jetta,2011,N,21.25,27674.725,-30185.275,2970,11,25,1,12,13,20,4,1
771,209,39,362407,IN,100/300,500,1264.99,0,614169,MALE,PhD,transport-moving,polo,husband,67800,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3340 3rd Hwy,22,1,Unknown,1,1,NO,37800,8400,4200,25200,Chevrolet,Silverado,1995,N,17.416666666666668,22031.909166666668,-15768.090833333332,6600,12,6,1,1,3,32,4,1
772,210,37,389525,OH,500/1000,500,1467.76,0,601425,FEMALE,MD,tech-support,hiking,own-child,38700,-33100,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,3097 4th Drive,8,1,Unknown,1,3,YES,63300,6330,6330,50640,Toyota,Highlander,2000,N,17.5,25685.8,-37614.2,957,7,10,2,22,12,18,3,2
773,174,33,179538,IN,250/500,2000,1124.43,0,477346,FEMALE,College,farming-fishing,paintball,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,1916 Elm St,14,3,YES,0,1,YES,44200,8840,4420,30940,Saab,93,1995,N,14.5,16304.235,-27895.765,284,4,7,1,16,10,2,4,2
774,70,28,265437,IL,250/500,1000,1319.81,0,613587,MALE,High School,machine-op-inspct,yachting,husband,67200,-59400,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,8917 Cherokee Lane,14,4,NO,1,0,YES,31680,3520,3520,24640,Toyota,Camry,2006,N,5.833333333333333,7698.891666666666,-23981.108333333334,4127,10,11,1,28,12,9,0,1
775,89,32,266247,IN,100/300,2000,1482.53,0,620358,FEMALE,MD,tech-support,kayaking,not-in-family,49100,-45100,Parked Car,Unknown,Trivial Damage,Police,WV,Northbrook,8492 Weaver Hwy,5,1,YES,1,2,Unknown,100,10,20,70,Audi,A3,2002,N,7.416666666666667,10995.430833333334,10895.430833333334,6,1,17,1,23,1,4,4,3
776,458,61,921851,IN,100/300,1000,1328.18,0,617699,FEMALE,High School,protective-serv,bungie-jumping,other-relative,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,3753 Francis Lane,18,1,NO,2,1,NO,56340,6260,6260,43820,Volkswagen,Passat,2003,N,38.166666666666664,50692.20333333334,-5647.796666666662,8115,12,7,2,25,13,28,1,1
777,239,40,488724,IN,100/300,500,1463.95,0,430567,FEMALE,JD,sales,skydiving,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,4545 4th Ridge,20,3,Unknown,0,0,YES,69740,6340,6340,57060,Dodge,Neon,2003,N,19.916666666666668,29157.00416666667,-40582.995833333334,3726,11,29,2,11,4,27,6,2
778,161,38,192524,IL,100/300,2000,1133.85,0,439870,MALE,PhD,priv-house-serv,exercise,not-in-family,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,2272 Embaracadero Drive,0,3,YES,2,2,YES,60480,5040,15120,40320,Volkswagen,Jetta,2003,N,13.416666666666666,15212.4875,-45267.5125,4019,1,2,1,3,13,20,6,2
779,446,61,338070,IN,500/1000,1000,1037.32,0,438837,FEMALE,High School,tech-support,skydiving,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,5341 5th Ave,1,3,Unknown,2,1,NO,80880,6740,13480,60660,Nissan,Ultima,2005,N,37.166666666666664,38553.72666666666,-42326.27333333334,3292,1,25,1,30,9,35,2,1
780,476,61,865607,IN,250/500,1000,1562.8,0,458997,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,42800,-68200,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,7745 Washington Ridge,10,1,Unknown,1,2,YES,49390,8980,4490,35920,Suburu,Legacy,2009,N,39.666666666666664,61991.06666666666,12601.066666666658,7945,4,18,1,18,11,21,2,2
781,70,29,963285,IN,100/300,1000,1425.79,0,604147,FEMALE,MD,armed-forces,video-games,other-relative,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,1275 4th Ridge,12,1,NO,0,3,Unknown,69360,11560,11560,46240,Dodge,RAM,2009,N,5.833333333333333,8317.108333333334,-61042.89166666666,2948,12,9,1,4,4,30,5,1
782,233,41,728491,OH,500/1000,2000,1615.14,0,606638,FEMALE,Associate,tech-support,board-games,other-relative,67100,0,Vehicle Theft,Unknown,Minor Damage,None,NY,Springfield,4857 Weaver St,6,1,NO,0,1,Unknown,3740,680,680,2380,Chevrolet,Malibu,2011,N,19.416666666666668,31360.635,27620.635,6352,8,30,1,20,3,25,6,1
783,122,33,553436,IL,250/500,500,1236.5,0,619620,MALE,PhD,other-service,bungie-jumping,husband,0,-48700,Parked Car,Unknown,Trivial Damage,None,NY,Hillsdale,8211 Sky Hwy,1,1,NO,0,1,NO,5060,460,920,3680,Nissan,Ultima,2003,N,10.166666666666666,12571.083333333334,7511.083333333334,8655,6,3,2,12,9,35,2,3
784,335,48,440616,IL,500/1000,2000,1017.97,0,441671,FEMALE,MD,machine-op-inspct,chess,wife,59900,-34800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,8617 Best Ave,21,3,NO,0,0,YES,35860,3260,6520,26080,BMW,X5,2005,Y,27.916666666666668,28418.329166666666,-7441.670833333334,7106,9,6,2,19,2,37,1,2
785,257,40,463237,IN,100/300,2000,1306.0,0,610381,MALE,Associate,machine-op-inspct,cross-fit,husband,46100,-46900,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,9856 Apache St,3,3,YES,2,1,Unknown,50050,7700,3850,38500,Ford,Fusion,2008,Y,21.416666666666668,27970.166666666664,-22079.833333333336,5491,2,9,2,21,5,16,1,0
786,85,27,753452,IL,500/1000,2000,1174.14,0,602416,MALE,College,priv-house-serv,dancing,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,1951 Best Ave,14,4,YES,0,0,NO,59070,10740,5370,42960,Toyota,Camry,2012,N,7.083333333333333,8316.825,-50753.175,6768,7,23,2,2,12,9,3,1
787,133,30,920554,IN,500/1000,1000,1231.01,0,459562,MALE,College,adm-clerical,board-games,husband,0,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,19,3,NO,1,2,Unknown,28440,3160,3160,22120,Dodge,Neon,2007,N,11.083333333333334,13643.694166666666,-14796.305833333334,3420,9,21,2,1,4,27,5,1
788,119,34,594783,IL,250/500,500,1299.18,0,463271,FEMALE,College,tech-support,hiking,wife,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,7,1,YES,2,1,YES,45540,8280,8280,28980,Honda,Civic,1998,Y,9.916666666666666,12883.535,-32656.465,1105,12,30,1,8,6,10,6,0
789,169,34,725330,IN,100/300,500,1469.75,0,458132,FEMALE,JD,sales,reading,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,1386 Britain St,0,1,Unknown,0,0,YES,38700,7740,3870,27090,Volkswagen,Passat,2012,N,14.083333333333334,20698.979166666668,-18001.020833333332,6753,7,21,1,16,13,28,0,1
790,225,39,607259,OH,250/500,500,1390.72,0,448949,MALE,Masters,tech-support,paintball,other-relative,83900,-52100,Parked Car,Unknown,Trivial Damage,None,SC,Northbrook,7928 Maple Ridge,6,1,YES,2,1,YES,5830,1060,530,4240,Nissan,Pathfinder,2011,N,18.75,26076.0,20246.0,6892,4,8,2,20,9,29,4,3
791,84,32,979336,IL,500/1000,500,1694.09,7000000,603732,FEMALE,Associate,prof-specialty,cross-fit,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,1546 Cherokee Ave,0,1,YES,0,2,Unknown,57240,4770,9540,42930,BMW,X6,1995,Y,7.0,11858.63,-45381.37,5080,3,4,1,30,2,38,3,2
792,169,39,865201,OH,100/300,2000,1140.15,0,608929,MALE,High School,armed-forces,exercise,husband,0,-36800,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,YES,0,3,NO,46200,4200,8400,33600,Suburu,Legacy,2015,N,14.083333333333334,16057.112500000001,-30142.887499999997,4840,10,19,1,19,11,21,5,2
793,124,32,140977,IN,100/300,1000,1310.71,0,469875,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,23,1,YES,0,1,NO,57700,5770,5770,46160,Toyota,Camry,2003,N,10.333333333333334,13544.003333333334,-44155.996666666666,3113,8,18,2,25,12,9,1,2
794,320,48,787351,IL,250/500,2000,1730.49,7000000,443342,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,95,1995,N,26.666666666666668,46146.4,-10013.599999999999,636,4,28,1,24,10,3,4,1
795,297,47,272330,IN,250/500,500,1616.65,7000000,456363,MALE,MD,adm-clerical,movies,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,0,3,Unknown,0,3,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,1999,N,24.75,40012.0875,-4387.9124999999985,1874,11,29,1,16,7,17,1,2
796,421,56,728025,IN,100/300,500,1935.85,4000000,470826,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,Unknown,2,3,Unknown,92730,16860,8430,67440,Mercedes,E400,2004,Y,35.083333333333336,67916.07083333333,-24813.92916666667,9097,2,15,1,12,8,12,2,0
797,136,33,804608,OH,250/500,1000,855.14,0,458582,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,1,YES,30700,3070,6140,21490,Toyota,Corolla,2015,N,11.333333333333334,9691.586666666668,-21008.41333333333,4650,4,12,1,4,12,11,4,1
798,46,24,718829,OH,250/500,2000,1568.47,4000000,454480,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,0,Unknown,56600,11320,5660,39620,Toyota,Camry,1999,N,3.8333333333333335,6012.468333333334,-50587.53166666666,5825,2,21,2,2,12,9,4,0
799,34,24,482404,IN,500/1000,2000,1550.53,0,435632,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,Parked Car,Unknown,Trivial Damage,None,VA,Hillsdale,4390 4th Drive,20,1,YES,0,1,Unknown,3960,660,660,2640,Audi,A3,1998,N,2.8333333333333335,4393.168333333334,433.168333333334,1324,6,18,2,1,1,4,2,3
800,95,30,331170,IL,250/500,2000,1370.92,0,442206,MALE,College,transport-moving,video-games,unmarried,48900,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1437 3rd Lane,22,1,YES,0,3,Unknown,34800,3480,6960,24360,Accura,MDX,1999,N,7.916666666666667,10853.116666666667,-23946.88333333333,7265,3,26,2,14,0,23,0,1
801,140,36,753056,IN,250/500,500,1363.59,0,468303,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,10,3,Unknown,2,0,YES,79500,7950,7950,63600,Chevrolet,Tahoe,2000,N,11.666666666666666,15908.55,-63591.45,8682,5,3,2,8,3,34,5,1
802,200,34,910365,IN,250/500,1000,828.42,3000000,467762,FEMALE,College,prof-specialty,basketball,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,Unknown,2,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009,N,16.666666666666668,13807.0,-42193.0,4782,12,19,1,22,3,25,0,2
803,123,29,379268,IN,250/500,500,1209.63,0,447188,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,YES,1,0,YES,73260,16280,0,56980,Volkswagen,Jetta,2014,Y,10.25,12398.7075,-60861.292499999996,892,8,5,1,14,13,20,0,1
804,267,46,362843,OH,250/500,2000,1111.17,0,469438,MALE,MD,craft-repair,base-jumping,unmarried,35000,0,Parked Car,Unknown,Trivial Damage,None,WV,Arlington,4905 Best Lane,3,1,YES,2,3,YES,4950,900,450,3600,Toyota,Camry,1995,N,22.25,24723.5325,19773.5325,3830,8,9,2,3,12,9,0,3
805,290,42,135400,IN,500/1000,500,989.97,0,462519,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,NO,0,1,NO,48000,4800,9600,33600,Saab,95,2013,N,24.166666666666668,23924.275,-24075.725,365,1,20,1,20,10,3,2,1
806,45,37,798579,IN,250/500,1000,1114.23,0,432534,MALE,College,prof-specialty,dancing,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005,N,3.75,4178.3625,-48021.6375,1109,12,19,1,1,9,29,0,0
807,186,38,250833,IN,250/500,2000,1347.31,0,436467,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,NO,2,3,Unknown,73800,12300,12300,49200,Audi,A3,1995,N,15.5,20883.304999999997,-52916.69500000001,2380,7,28,2,2,1,4,6,1
808,135,34,824116,IL,250/500,2000,1687.53,0,465674,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,Unknown,1,2,NO,78200,15640,7820,54740,Audi,A3,2009,N,11.25,18984.7125,-59215.2875,6107,5,5,1,23,1,4,3,2
809,110,33,322613,IN,250/500,1000,1183.48,0,442389,MALE,Associate,other-service,bungie-jumping,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,Unknown,2,3,NO,55200,13800,9200,32200,Saab,93,2015,Y,9.166666666666666,10848.566666666668,-44351.433333333334,7225,4,16,1,26,10,2,3,0
810,259,43,871305,IL,500/1000,2000,1537.13,0,471614,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,NO,0,2,YES,57060,6340,6340,44380,Ford,Fusion,2012,N,21.583333333333332,33176.38916666667,-23883.610833333332,8358,2,14,1,2,5,16,3,2
811,114,30,488037,OH,250/500,1000,1173.25,0,442936,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,Vehicle Theft,Unknown,Minor Damage,None,WV,Arlington,4434 Weaver St,3,1,NO,0,3,YES,4680,520,520,3640,Chevrolet,Malibu,2013,N,9.5,11145.875,6465.875,2786,7,11,2,25,3,25,0,1
812,404,56,485813,IN,250/500,1000,1361.16,4000000,437944,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,NO,2,0,YES,53100,5310,5310,42480,Accura,MDX,2005,Y,33.666666666666664,45825.72,-7274.279999999999,1744,4,7,1,15,0,23,2,1
813,282,48,886473,OH,500/1000,2000,1422.56,7000000,473705,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,Vehicle Theft,Unknown,Minor Damage,None,WV,Springfield,2809 Francis Lane,7,1,Unknown,1,2,NO,3520,640,320,2560,Accura,MDX,2013,N,23.5,33430.16,29910.160000000003,8737,3,10,2,9,0,23,6,1
814,57,25,907113,IL,500/1000,2000,1143.06,0,469363,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,Maxima,2010,N,4.75,5429.535,-67470.465,6936,1,20,1,16,9,26,5,2
815,215,38,833321,IN,250/500,500,1405.71,0,465376,FEMALE,PhD,craft-repair,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,Unknown,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,2008,N,17.916666666666668,25185.6375,-45514.3625,1798,3,1,2,1,13,28,0,2
816,140,30,521592,IL,100/300,500,1354.2,0,438775,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,Unknown,0,0,Unknown,60170,5470,10940,43760,Nissan,Pathfinder,2006,N,11.666666666666666,15799.000000000002,-44371.0,240,6,15,2,10,9,29,1,1
817,250,42,254837,IN,100/300,500,1055.6,0,457962,MALE,High School,exec-managerial,paintball,husband,69500,-40700,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,Unknown,1,1,Unknown,74800,13600,6800,54400,Ford,Fusion,2009,Y,20.833333333333332,21991.666666666664,-52808.333333333336,3691,11,25,1,3,5,16,1,0
818,286,41,634499,IL,250/500,1000,999.43,0,477947,MALE,College,prof-specialty,paintball,wife,25800,0,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3,1,YES,2,0,Unknown,4100,820,410,2870,Chevrolet,Malibu,2009,N,23.833333333333332,23819.748333333333,19719.748333333333,5241,8,26,1,1,3,25,3,3
819,356,47,574707,IN,250/500,2000,1155.97,0,431104,MALE,High School,prof-specialty,camping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,YES,0,3,Unknown,61490,5590,11180,44720,Dodge,RAM,2009,N,29.666666666666668,34293.776666666665,-27196.223333333335,3471,8,23,2,23,4,30,1,1
820,65,29,476839,IL,250/500,1000,1726.91,0,456570,MALE,High School,other-service,basketball,own-child,0,0,Vehicle Theft,Unknown,Trivial Damage,None,VA,Hillsdale,4453 Best Ave,14,1,Unknown,0,0,Unknown,7200,720,1440,5040,Audi,A5,1999,N,5.416666666666667,9354.095833333333,2154.095833333333,8938,8,9,1,28,1,5,2,3
821,187,34,149601,IN,500/1000,500,1232.57,0,612986,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,Unknown,0,0,Unknown,45100,8200,4100,32800,Nissan,Pathfinder,2011,N,15.583333333333334,19207.549166666664,-25892.450833333336,4349,3,28,2,22,9,29,0,1
822,386,53,630683,OH,250/500,500,1078.65,0,615730,MALE,JD,craft-repair,camping,not-in-family,36800,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,Unknown,2,3,YES,66660,12120,6060,48480,Honda,Civic,2006,N,32.166666666666664,34696.575000000004,-31963.424999999996,2629,10,23,1,3,6,10,3,1
823,197,41,500639,OH,500/1000,1000,1324.78,0,478640,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997,Y,16.416666666666668,21748.471666666665,-54651.528333333335,6771,6,27,1,10,13,20,4,0
824,166,37,352120,IN,250/500,500,1518.54,0,470510,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,YES,1,1,NO,58300,10600,10600,37100,Ford,F150,2001,N,13.833333333333334,21006.47,-37293.53,7350,12,11,1,25,5,14,5,2
825,293,49,569245,IL,100/300,2000,1239.06,0,439360,FEMALE,JD,transport-moving,skydiving,husband,34900,0,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,Unknown,1,1,Unknown,57310,5210,10420,41680,Volkswagen,Passat,2002,N,24.416666666666668,30253.715,-27056.285,6976,12,5,1,10,13,28,5,2
826,179,32,907012,OH,500/1000,2000,1246.68,0,440251,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,Unknown,0,1,Unknown,53100,5900,5900,41300,Suburu,Impreza,2006,N,14.916666666666666,18596.31,-34503.69,6618,12,15,1,28,11,19,0,1
827,76,24,700074,OH,250/500,1000,1622.67,0,600313,FEMALE,MD,priv-house-serv,paintball,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,6,3,NO,1,1,Unknown,74700,14940,7470,52290,Suburu,Forrestor,1997,N,6.333333333333333,10276.91,-64423.09,1353,6,6,2,18,11,15,5,2
828,105,28,866805,OH,250/500,500,1082.36,0,452216,FEMALE,Associate,prof-specialty,golf,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,A5,1995,N,8.75,9470.65,-51029.35,6982,12,13,1,24,1,5,5,0
829,97,26,951863,OH,250/500,1000,1270.55,0,478532,MALE,Masters,protective-serv,chess,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,2006,Y,8.083333333333334,10270.279166666667,-74649.72083333333,6293,10,28,1,20,7,36,5,2
830,148,36,211578,IL,500/1000,1000,1236.32,5000000,616929,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,Neon,2009,N,12.333333333333334,15247.946666666665,-45802.05333333334,6946,1,4,1,10,4,27,4,2
831,77,26,357394,IL,250/500,2000,785.82,0,620207,MALE,JD,exec-managerial,movies,other-relative,49700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,12,3,YES,2,0,Unknown,69080,12560,6280,50240,Audi,A5,2009,Y,6.416666666666667,5042.345,-64037.655,2434,5,9,1,7,1,5,2,0
832,295,46,863749,IN,250/500,500,1265.84,0,605743,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,Vehicle Theft,Unknown,Minor Damage,None,VA,Arlington,1941 5th Ridge,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007,N,24.583333333333332,31118.566666666666,26558.566666666666,1868,12,5,1,16,9,29,0,1
833,126,28,596914,IN,250/500,500,1508.9,0,472814,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,NO,0,1,Unknown,67800,11300,11300,45200,Ford,F150,2011,N,10.5,15843.45,-51956.55,8397,1,5,1,1,5,14,3,2
834,132,32,684653,OH,250/500,2000,1106.84,0,464362,MALE,PhD,other-service,reading,wife,43100,-31900,Vehicle Theft,Unknown,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,Legacy,2005,N,11.0,12175.24,6575.24,6262,11,15,1,7,11,21,5,1
