,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,days_since_policy_binding,fraud_satus,Contract Years,total_premiums_paid,net_value_of_customer,policy_bind_date_month,policy_bind_date_day,incident_date_month,incident_date_day,auto_make_encoded,auto_model_encoded,incident_city_encoded,incident_severity_encoded
772,210,37,389525,2,2,500,1467.76,0,601425,0,4,12,10,3,38700,-33100,2,0,2,0,1,3,229,8,1,1,1,3,2,63300,6330,6330,50640,12,18,2000,0,957,1,17.5,25685.8,-37614.2,7,10,2,22,12,18,3,2
773,174,33,179538,1,1,2000,1124.43,0,477346,0,1,4,13,3,0,0,0,1,2,0,6,4,101,14,3,2,0,1,2,44200,8840,4420,30940,10,2,1995,0,284,1,14.5,16304.235,-27895.765,4,7,1,16,10,2,4,2
774,70,28,265437,0,1,1000,1319.81,0,613587,1,2,6,19,0,67200,-59400,0,2,1,3,6,0,880,14,4,0,1,0,2,31680,3520,3520,24640,12,9,2006,0,4127,1,5.833333333333333,7698.891666666666,-23981.108333333334,10,11,1,28,12,9,0,1
775,89,32,266247,1,0,2000,1482.53,0,620358,0,4,12,11,1,49100,-45100,1,3,3,3,6,4,834,5,1,2,1,2,1,100,10,20,70,1,4,2002,0,6,1,7.416666666666667,10995.430833333334,10895.430833333334,1,17,1,23,1,4,4,3
776,458,61,921851,1,0,1000,1328.18,0,617699,0,2,10,3,2,53000,0,2,0,1,1,6,1,302,18,1,0,2,1,0,56340,6260,6260,43820,13,28,2003,0,8115,1,38.166666666666664,50692.20333333334,-5647.796666666662,12,7,2,25,13,28,1,1
777,239,40,488724,1,0,500,1463.95,0,430567,0,3,11,16,3,0,0,0,1,2,3,0,6,392,20,3,1,0,0,2,69740,6340,6340,57060,4,27,2003,0,3726,1,19.916666666666668,29157.00416666667,-40582.995833333334,11,29,2,11,4,27,6,2
778,161,38,192524,0,0,2000,1133.85,0,439870,1,6,8,8,1,60200,0,0,0,2,3,6,6,137,0,3,2,2,2,2,60480,5040,15120,40320,13,20,2003,0,4019,1,13.416666666666666,15212.4875,-45267.5125,1,2,1,3,13,20,6,2
779,446,61,338070,1,2,1000,1037.32,0,438837,0,2,12,16,5,0,-15700,0,1,1,3,0,2,483,1,3,1,2,1,0,80880,6740,13480,60660,9,35,2005,0,3292,1,37.166666666666664,38553.72666666666,-42326.27333333334,1,25,1,30,9,35,2,1
780,476,61,865607,1,1,1000,1562.8,0,458997,0,5,5,7,1,42800,-68200,2,0,2,1,6,2,761,10,1,1,1,2,2,49390,8980,4490,35920,11,21,2009,0,7945,1,39.666666666666664,61991.06666666666,12601.066666666658,4,18,1,18,11,21,2,2
781,70,29,963285,1,0,1000,1425.79,0,604147,0,4,1,18,2,62400,-52300,2,0,1,0,0,5,24,12,1,0,0,3,1,69360,11560,11560,46240,4,30,2009,0,2948,1,5.833333333333333,8317.108333333334,-61042.89166666666,12,9,1,4,4,30,5,1
782,233,41,728491,2,2,2000,1615.14,0,606638,0,0,12,2,2,67100,0,3,3,1,4,1,6,426,6,1,0,0,1,1,3740,680,680,2380,3,25,2011,0,6352,1,19.416666666666668,31360.635,27620.635,8,30,1,20,3,25,6,1
783,122,33,553436,0,1,500,1236.5,0,619620,1,6,7,3,0,0,-48700,1,3,3,4,1,2,812,1,1,0,0,1,0,5060,460,920,3680,9,35,2003,0,8655,1,10.166666666666666,12571.083333333334,7511.083333333334,6,3,2,12,9,35,2,3
784,335,48,440616,0,2,2000,1017.97,0,441671,0,4,6,5,5,59900,-34800,0,0,2,3,6,1,845,21,3,0,0,0,2,35860,3260,6520,26080,2,37,2005,1,7106,0,27.916666666666668,28418.329166666666,-7441.670833333334,9,6,2,19,2,37,1,2
785,257,40,463237,1,0,2000,1306.0,0,610381,1,0,6,6,0,46100,-46900,0,0,0,0,1,1,988,3,3,2,2,1,1,50050,7700,3850,38500,5,16,2008,1,5491,0,21.416666666666668,27970.166666666664,-22079.833333333336,2,9,2,21,5,16,1,0
786,85,27,753452,0,2,2000,1174.14,0,602416,1,1,8,7,4,50400,-61500,0,1,1,1,1,3,106,14,4,2,0,0,0,59070,10740,5370,42960,12,9,2012,0,6768,1,7.083333333333333,8316.825,-50753.175,7,23,2,2,12,9,3,1
787,133,30,920554,1,2,1000,1231.01,0,459562,1,1,0,2,0,0,-31700,0,0,1,1,4,5,91,19,3,0,1,2,1,28440,3160,3160,22120,4,27,2007,0,3420,1,11.083333333333334,13643.694166666666,-14796.305833333334,9,21,2,1,4,27,5,1
788,119,34,594783,0,1,500,1299.18,0,463271,0,1,12,10,5,57100,0,2,0,0,1,2,6,710,7,1,2,2,1,2,45540,8280,8280,28980,6,10,1998,1,1105,0,9.916666666666666,12883.535,-32656.465,12,30,1,8,6,10,6,0
789,169,34,725330,1,0,500,1469.75,0,458132,0,3,11,15,1,0,-57600,2,1,1,1,5,0,41,0,1,1,0,0,2,38700,7740,3870,27090,13,28,2012,0,6753,1,14.083333333333334,20698.979166666668,-18001.020833333332,7,21,1,16,13,28,0,1
790,225,39,607259,2,1,500,1390.72,0,448949,1,5,12,13,2,83900,-52100,1,3,3,4,4,4,785,6,1,2,2,1,2,5830,1060,530,4240,9,29,2011,0,6892,1,18.75,26076.0,20246.0,4,8,2,20,9,29,4,3
791,84,32,979336,0,2,500,1694.09,7000000,603732,0,0,9,6,0,0,0,2,1,2,2,1,3,58,0,1,2,0,2,1,57240,4770,9540,42930,2,38,1995,1,5080,0,7.0,11858.63,-45381.37,3,4,1,30,2,38,3,2
792,169,39,865201,2,0,2000,1140.15,0,608929,1,2,1,8,0,0,-36800,0,1,2,3,5,5,113,9,3,2,0,3,0,46200,4200,8400,33600,11,21,2015,0,4840,1,14.083333333333334,16057.112500000001,-30142.887499999997,10,19,1,19,11,21,5,2
793,124,32,140977,1,0,1000,1310.71,0,469875,0,5,4,11,5,29300,0,2,2,2,0,1,1,943,23,1,2,0,1,0,57700,5770,5770,46160,12,9,2003,0,3113,1,10.333333333333334,13544.003333333334,-44155.996666666666,8,18,2,25,12,9,1,2
794,320,48,787351,0,1,2000,1730.49,7000000,443342,1,1,13,10,1,46300,-41700,0,0,1,1,6,4,862,13,3,0,2,0,0,56160,4680,9360,42120,10,3,1995,0,636,1,26.666666666666668,46146.4,-10013.599999999999,4,28,1,24,10,3,4,1
795,297,47,272330,1,1,500,1616.65,7000000,456363,1,4,0,12,4,0,-59500,0,2,2,1,6,1,3,0,3,1,0,3,2,44400,5550,5550,33300,7,17,1999,0,1874,1,24.75,40012.0875,-4387.9124999999985,11,29,1,16,7,17,1,2
796,421,56,728025,1,0,500,1935.85,4000000,470826,1,5,6,15,3,49500,-81100,2,1,0,0,1,2,133,7,1,1,2,3,1,92730,16860,8430,67440,8,12,2004,1,9097,0,35.083333333333336,67916.07083333333,-24813.92916666667,2,15,1,12,8,12,2,0
797,136,33,804608,2,1,1000,855.14,0,458582,0,6,2,13,1,37900,0,2,2,1,1,0,4,651,23,1,2,0,1,2,30700,3070,6140,21490,12,11,2015,0,4650,1,11.333333333333334,9691.586666666668,-21008.41333333333,4,12,1,4,12,11,4,1
798,46,24,718829,2,1,2000,1568.47,4000000,454480,0,2,1,19,4,46800,0,2,2,0,1,1,4,126,7,1,0,2,0,1,56600,11320,5660,39620,12,9,1999,0,5825,1,3.8333333333333335,6012.468333333334,-50587.53166666666,2,21,2,2,12,9,4,0
799,34,24,482404,1,2,2000,1550.53,0,435632,0,4,1,7,3,0,-27700,1,3,3,4,5,2,374,20,1,2,0,1,1,3960,660,660,2640,1,4,1998,0,1324,1,2.8333333333333335,4393.168333333334,433.168333333334,6,18,2,1,1,4,2,3
800,95,30,331170,0,1,2000,1370.92,0,442206,1,1,13,18,4,48900,0,2,1,1,3,4,0,45,22,1,2,0,3,1,34800,3480,6960,24360,0,23,1999,0,7265,1,7.916666666666667,10853.116666666667,-23946.88333333333,3,26,2,14,0,23,0,1
801,140,36,753056,1,1,500,1363.59,0,468303,0,3,1,11,1,43200,0,0,1,1,2,1,5,13,10,3,1,2,0,2,79500,7950,7950,63600,3,34,2000,0,8682,1,11.666666666666666,15908.55,-63591.45,5,3,2,8,3,34,5,1
802,200,34,910365,1,1,1000,828.42,3000000,467762,0,1,9,1,2,0,0,2,0,2,3,1,0,375,10,1,1,2,2,0,56000,5600,5600,44800,3,25,2009,0,4782,1,16.666666666666668,13807.0,-42193.0,12,19,1,22,3,25,0,2
803,123,29,379268,1,1,500,1209.63,0,447188,0,5,6,5,1,64800,-44200,2,1,1,0,0,0,824,17,1,2,1,0,2,73260,16280,0,56980,13,20,2014,1,892,0,10.25,12398.7075,-60861.292499999996,8,5,1,14,13,20,0,1
804,267,46,362843,2,1,2000,1111.17,0,469438,1,4,2,0,4,35000,0,1,3,3,4,6,0,432,3,1,2,2,3,2,4950,900,450,3600,12,9,1995,0,3830,1,22.25,24723.5325,19773.5325,8,9,2,3,12,9,0,3
805,290,42,135400,1,2,500,989.97,0,462519,1,5,6,11,3,32500,0,2,1,1,0,6,2,285,10,1,0,0,1,0,48000,4800,9600,33600,10,3,2013,0,365,1,24.166666666666668,23924.275,-24075.725,1,20,1,20,10,3,2,1
806,45,37,798579,1,1,1000,1114.23,0,432534,1,1,9,7,5,0,0,2,2,0,1,4,0,493,1,1,2,0,1,2,52200,10440,5220,36540,9,29,2005,0,1109,1,3.75,4178.3625,-48021.6375,12,19,1,1,9,29,0,0
807,186,38,250833,1,1,2000,1347.31,0,436467,0,3,10,7,4,80900,-111100,0,1,1,0,1,6,38,1,3,0,2,3,1,73800,12300,12300,49200,1,4,1995,0,2380,1,15.5,20883.304999999997,-52916.69500000001,7,28,2,2,1,4,6,1
808,135,34,824116,0,1,2000,1687.53,0,465674,0,3,10,0,2,0,-69600,2,2,2,1,0,3,177,7,1,1,1,2,0,78200,15640,7820,54740,1,4,2009,0,6107,1,11.25,18984.7125,-59215.2875,5,5,1,23,1,4,3,2
809,110,33,322613,1,1,1000,1183.48,0,442389,1,0,7,3,0,0,0,2,1,0,0,5,3,127,19,1,1,2,3,0,55200,13800,9200,32200,10,2,2015,1,7225,0,9.166666666666666,10848.566666666668,-44351.433333333334,4,16,1,26,10,2,3,0
810,259,43,871305,0,2,2000,1537.13,0,471614,0,6,5,11,3,0,-58300,0,2,2,2,1,3,390,3,3,0,0,2,2,57060,6340,6340,44380,5,16,2012,0,8358,1,21.583333333333332,33176.38916666667,-23883.610833333332,2,14,1,2,5,16,3,2
811,114,30,488037,2,1,1000,1173.25,0,442936,0,5,10,7,0,0,-34700,3,3,1,4,6,0,380,3,1,0,0,3,2,4680,520,520,3640,3,25,2013,0,2786,1,9.5,11145.875,6465.875,7,11,2,25,3,25,0,1
812,404,56,485813,1,1,1000,1361.16,4000000,437944,0,5,13,6,1,0,-63700,2,0,1,0,5,2,190,23,1,0,2,0,2,53100,5310,5310,42480,0,23,2005,1,1744,0,33.666666666666664,45825.72,-7274.279999999999,4,7,1,15,0,23,2,1
813,282,48,886473,2,2,2000,1422.56,7000000,473705,0,4,9,18,0,26900,-55300,3,3,1,4,6,6,193,7,1,1,1,2,0,3520,640,320,2560,0,23,2013,0,8737,1,23.5,33430.16,29910.160000000003,3,10,2,9,0,23,6,1
814,57,25,907113,0,2,2000,1143.06,0,469363,0,5,12,7,3,63100,-54100,0,0,2,0,5,5,702,0,3,0,0,1,2,72900,14580,14580,43740,9,26,2010,0,6936,1,4.75,5429.535,-67470.465,1,20,1,16,9,26,5,2
815,215,38,833321,1,1,500,1405.71,0,465376,0,6,2,4,4,0,0,2,1,2,3,4,0,990,10,1,1,0,1,0,70700,7070,14140,49490,13,28,2008,0,1798,1,17.916666666666668,25185.6375,-45514.3625,3,1,2,1,13,28,0,2
816,140,30,521592,0,0,500,1354.2,0,438775,0,1,0,3,5,100500,0,0,2,1,2,4,1,166,4,4,1,0,0,1,60170,5470,10940,43760,9,29,2006,0,240,1,11.666666666666666,15799.000000000002,-44371.0,6,15,2,10,9,29,1,1
817,250,42,254837,1,0,500,1055.6,0,457962,1,2,3,13,0,69500,-40700,2,1,0,2,4,1,835,16,1,1,1,1,1,74800,13600,6800,54400,5,16,2009,1,3691,0,20.833333333333332,21991.666666666664,-52808.333333333336,11,25,1,3,5,16,1,0
818,286,41,634499,0,1,1000,999.43,0,477947,1,1,9,13,5,25800,0,3,3,3,3,6,3,202,3,1,2,2,0,1,4100,820,410,2870,3,25,2009,0,5241,1,23.833333333333332,23819.748333333333,19719.748333333333,8,26,1,1,3,25,3,3
819,356,47,574707,1,1,2000,1155.97,0,431104,1,2,9,4,0,0,0,2,2,1,2,4,1,199,5,1,2,0,3,1,61490,5590,11180,44720,4,30,2009,0,3471,1,29.666666666666668,34293.776666666665,-27196.223333333335,8,23,2,23,4,30,1,1
820,65,29,476839,0,1,1000,1726.91,0,456570,1,2,7,1,3,0,0,3,3,3,4,5,2,382,14,1,1,0,0,1,7200,720,1440,5040,1,5,1999,0,8938,1,5.416666666666667,9354.095833333333,2154.095833333333,8,9,1,28,1,5,2,3
821,187,34,149601,1,2,500,1232.57,0,612986,0,6,6,14,1,59500,0,0,2,1,1,1,0,467,7,3,1,0,0,1,45100,8200,4100,32800,9,29,2011,0,4349,1,15.583333333333334,19207.549166666664,-25892.450833333336,3,28,2,22,9,29,0,1
822,386,53,630683,2,1,500,1078.65,0,615730,1,3,2,4,1,36800,0,2,0,1,3,6,3,36,16,1,1,2,3,2,66660,12120,6060,48480,6,10,2006,0,2629,1,32.166666666666664,34696.575000000004,-31963.424999999996,10,23,1,3,6,10,3,1
823,197,41,500639,2,2,1000,1324.78,0,478640,0,6,9,1,1,0,-64500,2,0,0,3,0,4,886,6,1,0,2,2,2,76400,15280,7640,53480,13,20,1997,1,6771,0,16.416666666666668,21748.471666666665,-54651.528333333335,6,27,1,10,13,20,4,0
824,166,37,352120,1,1,500,1518.54,0,470510,0,4,2,11,1,0,0,2,1,2,0,3,5,299,10,1,2,1,1,0,58300,10600,10600,37100,5,14,2001,0,7350,1,13.833333333333334,21006.47,-37293.53,12,11,1,25,5,14,5,2
825,293,49,569245,0,0,2000,1239.06,0,439360,0,3,13,16,0,34900,0,2,0,2,3,4,5,194,19,1,1,1,1,1,57310,5210,10420,41680,13,28,2002,0,6976,1,24.416666666666668,30253.715,-27056.285,12,5,1,10,13,28,5,2
826,179,32,907012,2,2,2000,1246.68,0,440251,0,6,8,12,3,0,0,2,0,1,1,1,0,174,10,1,1,0,1,1,53100,5900,5900,41300,11,19,2006,0,6618,1,14.916666666666666,18596.31,-34503.69,12,15,1,28,11,19,0,1
827,76,24,700074,2,1,1000,1622.67,0,600313,0,4,8,13,0,0,0,0,2,2,0,6,5,579,6,3,0,1,1,1,74700,14940,7470,52290,11,15,1997,0,1353,1,6.333333333333333,10276.91,-64423.09,6,6,2,18,11,15,5,2
828,105,28,866805,2,1,500,1082.36,0,452216,0,0,9,9,3,0,0,0,1,0,1,4,5,969,12,3,0,2,2,0,60500,12100,6050,42350,1,5,1995,0,6982,1,8.75,9470.65,-51029.35,12,13,1,24,1,5,5,0
829,97,26,951863,2,1,1000,1270.55,0,478532,1,5,10,5,4,0,-72100,0,2,2,2,0,5,711,10,3,2,2,3,0,84920,7720,15440,61760,7,36,2006,1,6293,0,8.083333333333334,10270.279166666667,-74649.72083333333,10,28,1,20,7,36,5,2
830,148,36,211578,0,2,1000,1236.32,5000000,616929,0,4,0,10,3,55100,0,2,2,2,3,3,4,271,0,1,0,2,0,0,61050,5550,11100,44400,4,27,2009,0,6946,1,12.333333333333334,15247.946666666665,-45802.05333333334,1,4,1,10,4,27,4,2
831,77,26,357394,0,1,2000,785.82,0,620207,1,3,3,12,2,49700,0,0,1,0,3,1,2,907,12,3,2,2,0,1,69080,12560,6280,50240,1,5,2009,1,2434,0,6.416666666666667,5042.345,-64037.655,5,9,1,7,1,5,2,0
832,295,46,863749,1,1,500,1265.84,0,605743,0,3,9,13,3,52200,-44500,3,3,1,4,5,0,105,10,1,2,1,3,2,4560,760,380,3420,9,29,2007,0,1868,1,24.583333333333332,31118.566666666666,26558.566666666666,12,5,1,16,9,29,0,1
833,126,28,596914,1,1,500,1508.9,0,472814,0,3,6,16,2,0,0,0,1,2,3,6,3,482,3,4,0,0,1,1,67800,11300,11300,45200,5,14,2011,0,8397,1,10.5,15843.45,-51956.55,1,5,1,1,5,14,3,2
834,132,32,684653,2,1,2000,1106.84,0,464362,1,6,7,15,5,43100,-31900,3,3,1,3,4,5,398,21,1,2,1,1,2,5600,1120,560,3920,11,21,2005,0,6262,1,11.0,12175.24,6575.24,11,15,1,7,11,21,5,1
835,370,55,528259,1,2,2000,1389.13,7000000,456203,1,3,7,1,5,0,-53200,3,3,1,4,0,4,423,6,1,1,0,2,1,9000,900,1800,6300,8,24,2015,0,787,1,30.833333333333332,42831.50833333333,33831.50833333333,12,22,2,17,8,24,4,1
836,257,43,797636,1,0,1000,974.84,0,468984,0,3,13,11,2,52100,0,2,1,2,3,5,3,154,0,1,0,0,1,2,85320,21330,7110,56880,9,29,2006,0,8318,1,21.416666666666668,20877.823333333334,-64442.176666666666,5,19,2,26,9,29,3,2
837,9,24,326180,0,0,2000,1304.46,0,473349,0,6,6,9,2,51700,-33300,3,3,3,4,0,0,666,6,1,0,0,3,2,5940,540,1080,4320,1,5,2001,1,4634,0,0.75,978.345,-4961.655,5,25,1,31,1,5,0,3
838,185,34,620075,2,1,500,1257.36,0,474771,0,6,1,12,0,0,0,0,2,0,1,4,0,475,20,3,2,1,1,1,51370,9340,4670,37360,2,22,2000,1,1773,0,15.416666666666666,19384.3,-31985.7,4,21,2,27,2,22,0,0
839,234,43,965187,2,1,500,1257.04,0,448294,1,0,10,15,3,0,-48800,2,1,0,3,4,4,694,4,1,0,2,2,2,51600,10320,5160,36120,4,27,2011,0,9106,1,19.5,24512.28,-27087.72,3,26,3,1,4,27,4,0
840,253,44,516182,2,0,2000,719.52,0,606606,0,2,4,9,3,45800,0,1,3,3,4,4,0,83,9,1,0,0,3,1,5400,600,600,4200,3,25,1998,0,2834,1,21.083333333333332,15169.880000000001,9769.880000000001,5,12,2,13,3,25,0,3
841,233,39,728839,2,2,2000,1524.18,0,605220,1,3,2,15,4,0,0,0,1,1,1,4,4,914,20,3,1,1,0,2,48870,5430,5430,38010,10,3,1999,0,5119,1,19.416666666666668,29594.495,-19275.505,1,2,1,8,10,3,4,1
842,274,44,771509,1,2,500,1395.58,0,466612,0,3,12,15,0,0,0,3,3,1,3,6,6,368,7,1,0,2,1,1,5590,860,860,3870,2,37,2000,0,3101,1,22.833333333333332,31865.743333333332,26275.743333333332,8,10,2,5,2,37,6,1
843,297,48,264221,0,2,1000,1243.68,0,463331,1,5,10,4,5,0,-71400,0,0,0,2,1,6,919,18,3,1,0,2,1,54960,6870,0,48090,12,11,2002,1,207,0,24.75,30781.08,-24178.92,7,28,2,20,12,11,6,0
844,273,47,602704,2,2,1000,1189.04,0,457843,0,0,9,18,3,59600,0,0,2,1,3,5,4,552,0,3,0,1,3,1,39800,7960,3980,27860,7,36,2014,0,1215,1,22.75,27050.659999999996,-12749.340000000004,9,27,1,24,7,36,4,1
845,147,37,672416,1,2,2000,1375.29,0,609226,0,5,1,5,3,0,0,0,2,0,0,4,1,997,11,3,1,0,1,1,56160,6240,6240,43680,5,16,2015,1,651,0,12.25,16847.3025,-39312.697499999995,4,20,1,31,5,16,1,0
846,285,42,545506,1,0,500,1389.13,0,452942,1,0,8,9,1,63100,-79400,2,2,2,1,5,2,494,13,1,0,0,3,1,52700,5270,10540,36890,12,11,2005,0,8710,1,23.75,32991.8375,-19708.1625,3,20,1,23,12,11,2,2
847,289,43,777533,2,2,1000,1387.51,0,609390,0,0,11,0,1,0,0,0,2,1,1,1,5,5,19,3,2,1,3,1,68580,7620,7620,53340,7,36,2010,0,4404,1,24.083333333333332,33415.86583333333,-35164.13416666667,12,21,1,11,7,36,5,1
848,427,60,953334,1,0,1000,1178.61,7000000,446608,1,4,2,2,3,0,-54400,2,2,0,0,1,6,921,23,1,2,1,2,2,90860,12980,19470,58410,13,20,2004,1,3366,0,35.583333333333336,41938.8725,-48921.1275,12,3,2,20,13,20,6,0
849,380,53,369781,0,1,2000,1166.62,6000000,602500,1,0,8,3,5,0,0,1,3,3,3,0,3,895,23,1,0,0,3,0,5700,570,570,4560,10,2,2001,0,1371,1,31.666666666666668,36942.96666666666,31242.96666666666,5,25,2,24,10,2,3,3
850,13,21,990998,1,0,1000,1556.31,0,463809,1,0,9,9,1,0,-75000,0,2,2,3,1,2,954,19,3,2,2,0,2,94930,8630,8630,77670,0,31,2014,0,3015,1,1.0833333333333333,1686.0025,-93243.9975,10,18,1,19,0,31,2,2
851,282,43,982678,2,1,500,1452.27,0,611996,1,4,4,18,1,75800,0,2,2,0,0,4,3,543,19,1,0,1,2,0,46800,4680,9360,32760,1,5,2007,1,3095,0,23.5,34128.345,-12671.654999999999,7,19,1,8,1,5,3,0
852,312,47,646069,2,2,1000,1212.07,0,459298,0,4,3,14,5,66900,-51800,0,2,2,1,1,3,481,17,3,0,2,3,0,56320,7040,7040,42240,8,24,2000,0,4649,1,26.0,31513.82,-24806.18,6,8,3,1,8,24,3,2
853,266,46,331683,2,0,2000,1578.54,0,468158,1,0,5,5,0,0,-41400,2,0,1,1,6,2,725,18,1,0,1,3,2,83490,7590,15180,60720,9,29,1996,0,2169,1,22.166666666666668,34990.969999999994,-48499.030000000006,2,12,1,21,9,29,2,1
854,30,36,364055,1,2,500,1488.26,0,440831,0,1,6,9,5,0,-63500,0,2,2,3,6,4,404,17,3,0,2,2,1,57900,5790,5790,46320,10,3,2008,0,5038,1,2.5,3720.6499999999996,-54179.35,5,14,2,28,10,3,4,2
855,198,36,521854,1,1,1000,1096.39,0,603848,1,2,1,11,3,0,0,0,1,2,1,4,6,504,11,3,1,1,3,2,49410,5490,5490,38430,1,4,2015,0,5092,1,16.5,18090.435,-31319.565,2,16,1,26,1,4,6,2
856,290,45,737252,2,2,2000,1215.36,0,617739,1,0,12,15,3,54400,0,0,2,1,1,6,3,674,22,3,1,0,1,0,66200,6620,6620,52960,11,19,2012,0,7744,1,24.166666666666668,29371.199999999997,-36828.8,11,18,1,31,11,19,3,1
857,260,46,344480,2,0,2000,1482.57,0,607133,1,4,8,15,0,35000,0,2,0,1,1,1,1,420,7,1,0,0,1,0,64080,10680,10680,42720,12,9,2005,0,9133,1,21.666666666666668,32122.35,-31957.65,2,18,2,20,12,9,1,1
858,233,43,898519,2,1,1000,954.18,0,437470,0,1,12,7,2,0,0,0,2,1,2,4,4,896,17,3,1,2,3,2,42500,8500,4250,29750,9,29,2000,0,5385,1,19.416666666666668,18526.995,-23973.005,5,21,2,17,9,29,4,1
859,130,30,957816,0,2,2000,1193.4,0,461372,1,6,3,3,3,0,-40800,0,2,2,2,4,1,506,16,3,0,2,3,1,48950,8900,4450,35600,11,21,2005,0,890,1,10.833333333333334,12928.5,-36021.5,8,26,2,2,11,21,1,2
860,230,42,175960,1,0,1000,1023.11,0,476130,0,4,0,9,3,0,-45300,0,1,1,2,1,3,65,13,3,0,1,2,2,58850,10700,10700,37450,0,23,1999,0,3734,1,19.166666666666668,19609.608333333334,-39240.39166666666,11,16,2,6,0,23,3,1
861,212,40,489618,0,2,1000,1524.45,0,452438,0,5,7,9,0,73200,0,0,2,1,2,1,4,98,17,3,2,0,2,2,82400,8240,8240,65920,9,29,2006,0,4402,1,17.666666666666668,26931.95,-55468.05,1,23,2,11,9,29,4,1
862,299,44,717044,2,2,1000,1653.32,0,460517,0,1,7,3,2,0,-48800,2,1,1,0,6,6,703,3,1,2,2,0,1,54240,6780,6780,40680,11,19,2009,0,2270,1,24.916666666666668,41195.223333333335,-13044.776666666665,11,7,1,25,11,19,6,1
863,91,26,101421,0,1,1000,1022.46,0,444896,0,0,1,18,2,52700,0,0,0,1,2,4,0,869,15,3,1,0,2,1,74200,7420,7420,59360,7,36,1996,0,5606,1,7.583333333333333,7753.655,-66446.345,10,19,2,23,7,36,0,1
864,398,53,793948,0,0,2000,1396.43,0,448722,0,0,8,0,4,21500,0,2,0,2,1,6,2,70,16,1,2,2,1,1,47430,5270,5270,36890,12,9,2000,0,8806,1,33.166666666666664,46314.92833333334,-1115.071666666663,12,20,1,29,12,9,2,2
865,218,43,737483,0,1,500,1521.55,0,477856,0,0,8,14,2,61100,-64500,2,1,0,1,4,2,321,18,1,1,1,3,2,68200,13640,6820,47740,4,30,2003,1,6897,0,18.166666666666668,27641.49166666667,-40558.50833333333,2,14,1,2,4,30,2,0
866,152,33,695117,1,0,1000,1034.27,0,617721,0,3,1,8,0,0,0,2,0,1,1,1,2,241,18,1,0,1,0,0,63900,7100,7100,49700,0,33,2014,0,4989,1,12.666666666666666,13100.753333333334,-50799.246666666666,6,10,2,6,0,33,2,1
867,212,39,167466,2,0,1000,1255.35,0,454176,0,3,10,16,1,60300,-58900,0,1,2,0,1,5,331,22,2,0,0,3,2,59300,11860,5930,41510,4,30,2008,0,1795,1,17.666666666666668,22177.85,-37122.15,3,17,2,14,4,30,5,2
868,242,44,664732,0,2,2000,1396.89,6000000,618127,0,1,8,5,2,0,-61600,0,0,1,2,4,6,47,15,3,0,1,2,2,66900,6690,13380,46830,11,15,1999,1,4207,0,20.166666666666668,28170.615,-38729.384999999995,7,30,2,4,11,15,6,1
869,80,27,143038,2,2,500,795.31,0,441923,1,3,4,16,0,0,-51000,0,1,0,3,2,0,967,16,3,2,1,3,1,40810,3710,7420,29680,5,14,2000,1,148,0,6.666666666666667,5302.066666666666,-35507.933333333334,9,17,2,12,5,14,0,0
870,260,43,979963,1,0,500,982.22,0,604279,0,3,3,16,1,54500,-72100,2,0,2,1,1,5,243,18,1,1,1,0,1,75400,15080,7540,52780,6,8,2011,0,2080,1,21.666666666666668,21281.433333333334,-54118.566666666666,6,3,2,12,6,8,5,2
871,133,34,467841,1,2,500,1074.07,0,440833,0,3,9,3,0,70900,-61100,1,3,1,4,6,3,833,8,1,0,2,0,2,4200,420,840,2940,7,36,2013,0,7414,1,11.083333333333334,11904.275833333333,7704.275833333333,10,11,1,28,7,36,3,1
872,290,45,219028,2,0,1000,1311.3,0,451550,0,0,6,5,5,38500,0,0,2,0,0,1,2,34,23,3,2,0,0,2,52650,5850,5850,40950,5,14,2001,1,8577,0,24.166666666666668,31689.749999999996,-20960.250000000004,7,18,1,10,5,14,2,0
873,322,49,130156,0,1,2000,1277.12,0,431853,0,6,1,11,3,0,-46000,2,1,0,0,6,2,648,18,1,1,0,2,2,42240,7680,7680,26880,3,25,2007,0,4865,1,26.833333333333332,34269.386666666665,-7970.613333333335,9,24,1,19,3,25,2,0
874,228,39,762951,1,2,500,1388.62,0,614274,0,3,11,15,0,35200,0,2,2,1,2,0,5,523,10,1,2,1,0,2,59490,6610,6610,46270,8,24,1995,0,852,1,19.0,26383.779999999995,-33106.22,9,19,1,19,8,24,5,1
875,195,37,376879,0,0,1000,1406.52,8000000,619148,1,4,12,0,4,0,0,2,2,0,0,4,0,197,12,1,0,0,2,0,44200,4420,4420,35360,7,36,2002,1,8602,0,16.25,22855.949999999997,-21344.050000000003,7,11,1,28,7,36,0,0
